,preproc_label,model_label,método,parámetros,columnas_out,auc_train,auc_val,threshold,f1_train,f1_val
70,preprocess_v1_over50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 200, 'random_state': 2020}",,0.8296644395692062,0.8100852943663523,1,0.8479182665019532,0.3604896580835796
71,preprocess_v1_smote20,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 200, 'random_state': 2020}",,0.7448269129658098,0.6597728715058223,1.0,0.6479285134037368,0.4632853898561695
72,preprocess_v1_smote50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 200, 'random_state': 2020}",,0.8735291184682887,0.7550891764301925,1.0,0.8777266263346912,0.39227895392278955
73,preprocess_v1_smoteTomek20,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 200, 'random_state': 2020}",,0.7903531399509722,0.64209645540666,1.0,0.7271780631725095,0.4309656823623304
74,preprocess_v1_smoteTomek50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 200, 'random_state': 2020}",,0.883711293603556,0.7511272505507064,1.0,0.8823387414399877,0.43939976914197765
75,preprocess_v1,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 200, 'random_state': 2020}",,0.6509677629471972,0.6609065281024694,1,0.4499314128943759,0.46870229007633585
76,preprocess_v1_under50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 200, 'random_state': 2020}",,0.806373861810391,0.7905689551055759,1,0.82607649747414,0.33524411939118404
77,preprocess_v2_over50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 200, 'random_state': 2020}",,0.9640381930594336,0.5,1,0.9629020021345815,0.1570275722932078
78,preprocess_v2_smote20,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 200, 'random_state': 2020}",,0.7572552493755456,0.61611769700086,1.0,0.6687405280370103,0.2416791604197901
79,preprocess_v2_smote50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 200, 'random_state': 2020}",,0.8795871559633026,0.7565020298624238,1.0,0.8855829819491163,0.31797614150555326
80,preprocess_v2_smoteTomek20,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 200, 'random_state': 2020}",,0.7897667037345936,0.6221758946470226,1.0,0.7267502612330199,0.324582338902148
81,preprocess_v2_smoteTomek50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 200, 'random_state': 2020}",,0.8977247042868981,0.7455100024001318,1.0,0.8969365675891129,0.3335733141348692
82,preprocess_v2,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 200, 'random_state': 2020}",,0.6509677629471972,0.6609065281024694,1,0.4499314128943759,0.46870229007633585
83,preprocess_v2_under50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 200, 'random_state': 2020}",,0.806373861810391,0.7905689551055759,1,0.82607649747414,0.33524411939118404
